"relative_path","reason","size_bytes","hint"
"Readme.txt","runtime_hint","52382","NVML"
"Readme.txt","runtime_hint","52382","NVML"
"ReleaseNotes.txt","runtime_hint","43849","NVML"
"ReleaseNotes.txt","runtime_hint","43849","NVML"
"iomap64_payload.bin","zip_presence_missing_on_disk_extracted_as_bin","34064","helper_driver_candidate"
